"initial_alias","converted_alias","name","description","namespace"
"MYC","ENSG00000136997","MYC","MYC proto-oncogene, bHLH transcription factor [Source:HGNC Symbol;Acc:HGNC:7553]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PVT1","ENSG00000249859","PVT1","Pvt1 oncogene [Source:HGNC Symbol;Acc:HGNC:9709]","GENECARDS,HGNC"
"FAM49B","ENSG00000153310","CYRIB","CYFIP related Rac1 interactor B [Source:HGNC Symbol;Acc:HGNC:25216]","UNIPROT_GN"
"ASAP1","ENSG00000153317","ASAP1","ArfGAP with SH3 domain, ankyrin repeat and PH domain 1 [Source:HGNC Symbol;Acc:HGNC:2720]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EFR3A","ENSG00000132294","EFR3A","EFR3 homolog A [Source:HGNC Symbol;Acc:HGNC:28970]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TMEM71","ENSG00000165071","TMEM71","transmembrane protein 71 [Source:HGNC Symbol;Acc:HGNC:26572]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PHF20L1","ENSG00000129292","PHF20L1","PHD finger protein 20 like 1 [Source:HGNC Symbol;Acc:HGNC:24280]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TG","ENSG00000042832","TG","thyroglobulin [Source:HGNC Symbol;Acc:HGNC:11764]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLA","ENSG00000155926","SLA","Src like adaptor [Source:HGNC Symbol;Acc:HGNC:10902]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NDRG1","ENSG00000104419","NDRG1","N-myc downstream regulated 1 [Source:HGNC Symbol;Acc:HGNC:7679]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ST3GAL1","ENSG00000008513","ST3GAL1","ST3 beta-galactoside alpha-2,3-sialyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10862]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TRAPPC9","ENSG00000167632","TRAPPC9","trafficking protein particle complex subunit 9 [Source:HGNC Symbol;Acc:HGNC:30832]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CHRAC1","ENSG00000104472","CHRAC1","chromatin accessibility complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:13544]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"AGO2","ENSG00000123908","AGO2","argonaute RISC catalytic component 2 [Source:HGNC Symbol;Acc:HGNC:3263]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DENND3","ENSG00000105339","DENND3","DENN domain containing 3 [Source:HGNC Symbol;Acc:HGNC:29134]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC45A4","ENSG00000022567","SLC45A4","solute carrier family 45 member 4 [Source:HGNC Symbol;Acc:HGNC:29196]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PTP4A3","ENSG00000184489","PTP4A3","protein tyrosine phosphatase 4A3 [Source:HGNC Symbol;Acc:HGNC:9636]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"THEM6","ENSG00000130193","THEM6","thioesterase superfamily member 6 [Source:HGNC Symbol;Acc:HGNC:29656]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LY6K","ENSG00000160886","LY6K","lymphocyte antigen 6 family member K [Source:HGNC Symbol;Acc:HGNC:24225]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LY6E","ENSG00000160932","LY6E","lymphocyte antigen 6 family member E [Source:HGNC Symbol;Acc:HGNC:6727]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LY6A","None","None","None",""
"LY6C1","None","None","None",""
"LY6C2","None","None","None",""
"TOP1MT","ENSG00000184428","TOP1MT","DNA topoisomerase I mitochondrial [Source:HGNC Symbol;Acc:HGNC:29787]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZC3H3","ENSG00000014164","ZC3H3","zinc finger CCCH-type containing 3 [Source:HGNC Symbol;Acc:HGNC:28972]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GSDMD","ENSG00000104518","GSDMD","gasdermin D [Source:HGNC Symbol;Acc:HGNC:25697]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EEF1D","ENSG00000104529","EEF1D","eukaryotic translation elongation factor 1 delta [Source:HGNC Symbol;Acc:HGNC:3211]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PYCRL","None","None","None",""
"TSTA3","None","None","None",""
"ZFP623","None","None","None",""
"ZFP707","None","None","None",""
"CCDC166","ENSG00000255181","CCDC166","coiled-coil domain containing 166 [Source:HGNC Symbol;Acc:HGNC:41910]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SCRIB","ENSG00000180900","SCRIB","scribble planar cell polarity protein [Source:HGNC Symbol;Acc:HGNC:30377]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PUF60","ENSG00000179950","PUF60","poly(U) binding splicing factor 60 [Source:HGNC Symbol;Acc:HGNC:17042]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PLEC","ENSG00000178209","PLEC","plectin [Source:HGNC Symbol;Acc:HGNC:9069]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PARP10","ENSG00000178685","PARP10","poly(ADP-ribose) polymerase family member 10 [Source:HGNC Symbol;Acc:HGNC:25895]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GRINA","ENSG00000178719","GRINA","glutamate ionotropic receptor NMDA type subunit associated protein 1 [Source:HGNC Symbol;Acc:HGNC:4589]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SMPD5","ENSG00000204791","SMPD5","sphingomyelin phosphodiesterase 5 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:52275]","GENECARDS,HGNC"
"EXOSC4","ENSG00000178896","EXOSC4","exosome component 4 [Source:HGNC Symbol;Acc:HGNC:18189]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GPAA1","ENSG00000197858","GPAA1","glycosylphosphatidylinositol anchor attachment 1 [Source:HGNC Symbol;Acc:HGNC:4446]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CYC1","ENSG00000179091","CYC1","cytochrome c1 [Source:HGNC Symbol;Acc:HGNC:2579]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SHARPIN","ENSG00000179526","SHARPIN","SHANK associated RH domain interactor [Source:HGNC Symbol;Acc:HGNC:25321]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MAF1","ENSG00000179632","MAF1","MAF1 homolog, negative regulator of RNA polymerase III [Source:HGNC Symbol;Acc:HGNC:24966]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HGH1","ENSG00000235173","HGH1","HGH1 homolog [Source:HGNC Symbol;Acc:HGNC:24161]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MROH1","ENSG00000179832","MROH1","maestro heat like repeat family member 1 [Source:HGNC Symbol;Acc:HGNC:26958]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BOP1","ENSG00000261236","BOP1","BOP1 ribosomal biogenesis factor [Source:HGNC Symbol;Acc:HGNC:15519]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HSF1","ENSG00000185122","HSF1","heat shock transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:5224]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DGAT1","ENSG00000185000","DGAT1","diacylglycerol O-acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:2843]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FBXL6","ENSG00000182325","FBXL6","F-box and leucine rich repeat protein 6 [Source:HGNC Symbol;Acc:HGNC:13603]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC52A2","ENSG00000185803","SLC52A2","solute carrier family 52 member 2 [Source:HGNC Symbol;Acc:HGNC:30224]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ADCK5","ENSG00000173137","ADCK5","aarF domain containing kinase 5 [Source:HGNC Symbol;Acc:HGNC:21738]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CPSF1","ENSG00000071894","CPSF1","cleavage and polyadenylation specific factor 1 [Source:HGNC Symbol;Acc:HGNC:2324]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC39A4","ENSG00000147804","SLC39A4","solute carrier family 39 member 4 [Source:HGNC Symbol;Acc:HGNC:17129]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TONSL","ENSG00000160949","TONSL","tonsoku like, DNA repair protein [Source:HGNC Symbol;Acc:HGNC:7801]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CYHR1","ENSG00000187954","ZFTRAF1","zinc finger TRAF-type containing 1 [Source:HGNC Symbol;Acc:HGNC:17806]","UNIPROT_GN"
"CYHR1","ENSG00000291316","None","novel protein, LOC84773-CYHR1 readthrough","UNIPROT_GN"
"CYHR1","ENSG00000291317","TMEM276","transmembrane protein 276 [Source:HGNC Symbol;Acc:HGNC:56235]","UNIPROT_GN"
"PPP1R16A","ENSG00000160972","PPP1R16A","protein phosphatase 1 regulatory subunit 16A [Source:HGNC Symbol;Acc:HGNC:14941]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GPT","ENSG00000167701","GPT","glutamic--pyruvic transaminase [Source:HGNC Symbol;Acc:HGNC:4552]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MFSD3","ENSG00000167700","MFSD3","major facilitator superfamily domain containing 3 [Source:HGNC Symbol;Acc:HGNC:25157]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RECQL4","ENSG00000160957","RECQL4","RecQ like helicase 4 [Source:HGNC Symbol;Acc:HGNC:9949]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LRRC14","ENSG00000160959","LRRC14","leucine rich repeat containing 14 [Source:HGNC Symbol;Acc:HGNC:20419]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LRRC24","ENSG00000254402","LRRC24","leucine rich repeat containing 24 [Source:HGNC Symbol;Acc:HGNC:28947]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ARHGAP39","ENSG00000147799","ARHGAP39","Rho GTPase activating protein 39 [Source:HGNC Symbol;Acc:HGNC:29351]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZFP251","None","None","None",""
"ZFP7","None","None","None",""
"COMMD5","ENSG00000170619","COMMD5","COMM domain containing 5 [Source:HGNC Symbol;Acc:HGNC:17902]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RPL8","ENSG00000161016","RPL8","ribosomal protein L8 [Source:HGNC Symbol;Acc:HGNC:10368]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"1110038F14RIK","None","None","None",""
"APOL9A","None","None","None",""
"APOL7E","None","None","None",""
"APOL9B","None","None","None",""
"MYH9","ENSG00000100345","MYH9","myosin heavy chain 9 [Source:HGNC Symbol;Acc:HGNC:7579]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TXN2","ENSG00000100348","TXN2","thioredoxin 2 [Source:HGNC Symbol;Acc:HGNC:17772]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FOXRED2","ENSG00000100350","FOXRED2","FAD dependent oxidoreductase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:26264]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF3D","ENSG00000100353","EIF3D","eukaryotic translation initiation factor 3 subunit D [Source:HGNC Symbol;Acc:HGNC:3278]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"IFT27","ENSG00000100360","IFT27","intraflagellar transport 27 [Source:HGNC Symbol;Acc:HGNC:18626]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NCF4","ENSG00000100365","NCF4","neutrophil cytosolic factor 4 [Source:HGNC Symbol;Acc:HGNC:7662]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TST","ENSG00000128311","TST","thiosulfate sulfurtransferase [Source:HGNC Symbol;Acc:HGNC:12388]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MPST","ENSG00000128309","MPST","mercaptopyruvate sulfurtransferase [Source:HGNC Symbol;Acc:HGNC:7223]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"IL2RB","ENSG00000100385","IL2RB","interleukin 2 receptor subunit beta [Source:HGNC Symbol;Acc:HGNC:6009]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"C1QTNF6","ENSG00000133466","C1QTNF6","C1q and TNF related 6 [Source:HGNC Symbol;Acc:HGNC:14343]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RAC2","ENSG00000128340","RAC2","Rac family small GTPase 2 [Source:HGNC Symbol;Acc:HGNC:9802]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CYTH4","ENSG00000100055","CYTH4","cytohesin 4 [Source:HGNC Symbol;Acc:HGNC:9505]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MFNG","ENSG00000100060","MFNG","MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase [Source:HGNC Symbol;Acc:HGNC:7038]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GGA1","ENSG00000100083","GGA1","golgi associated, gamma adaptin ear containing, ARF binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17842]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SH3BP1","ENSG00000100092","SH3BP1","SH3 domain binding protein 1 [Source:HGNC Symbol;Acc:HGNC:10824]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LGALS1","ENSG00000100097","LGALS1","galectin 1 [Source:HGNC Symbol;Acc:HGNC:6561]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NOL12","ENSG00000273899","NOL12","nucleolar protein 12 [Source:HGNC Symbol;Acc:HGNC:28585]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TRIOBP","ENSG00000100106","TRIOBP","TRIO and F-actin binding protein [Source:HGNC Symbol;Acc:HGNC:17009]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"H1F0","None","None","None",""
"GCAT","ENSG00000100116","GCAT","glycine C-acetyltransferase [Source:HGNC Symbol;Acc:HGNC:4188]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ANKRD54","ENSG00000100124","ANKRD54","ankyrin repeat domain 54 [Source:HGNC Symbol;Acc:HGNC:25185]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF3L","ENSG00000100129","EIF3L","eukaryotic translation initiation factor 3 subunit L [Source:HGNC Symbol;Acc:HGNC:18138]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MICALL1","ENSG00000100139","MICALL1","MICAL like 1 [Source:HGNC Symbol;Acc:HGNC:29804]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"POLR2F","ENSG00000100142","POLR2F","RNA polymerase II, I and III subunit F [Source:HGNC Symbol;Acc:HGNC:9193]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PICK1","ENSG00000100151","PICK1","protein interacting with PRKCA 1 [Source:HGNC Symbol;Acc:HGNC:9394]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PLA2G6","ENSG00000184381","PLA2G6","phospholipase A2 group VI [Source:HGNC Symbol;Acc:HGNC:9039]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MAFF","ENSG00000185022","MAFF","MAF bZIP transcription factor F [Source:HGNC Symbol;Acc:HGNC:6780]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TMEM184B","ENSG00000198792","TMEM184B","transmembrane protein 184B [Source:HGNC Symbol;Acc:HGNC:1310]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CSNK1E","ENSG00000213923","CSNK1E","casein kinase 1 epsilon [Source:HGNC Symbol;Acc:HGNC:2453]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CSNK1E","ENSG00000283900","TPTEP2-CSNK1E","TPTEP2-CSNK1E readthrough [Source:HGNC Symbol;Acc:HGNC:53829]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DDX17","ENSG00000100201","DDX17","DEAD-box helicase 17 [Source:HGNC Symbol;Acc:HGNC:2740]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CBY1","ENSG00000100211","CBY1","chibby family member 1, beta catenin antagonist [Source:HGNC Symbol;Acc:HGNC:1307]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TOMM22","ENSG00000100216","TOMM22","translocase of outer mitochondrial membrane 22 [Source:HGNC Symbol;Acc:HGNC:18002]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"JOSD1","ENSG00000100221","JOSD1","Josephin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28953]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GTPBP1","ENSG00000100226","GTPBP1","GTP binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4669]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SUN2","ENSG00000100242","SUN2","Sad1 and UNC84 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:14210]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DNAL4","ENSG00000100246","DNAL4","dynein axonemal light chain 4 [Source:HGNC Symbol;Acc:HGNC:2955]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CBX6","ENSG00000183741","CBX6","chromobox 6 [Source:HGNC Symbol;Acc:HGNC:1556]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"APOBEC3","None","None","None",""
"CBX7","ENSG00000100307","CBX7","chromobox 7 [Source:HGNC Symbol;Acc:HGNC:1557]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RPL3","ENSG00000100316","RPL3","ribosomal protein L3 [Source:HGNC Symbol;Acc:HGNC:10332]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SYNGR1","ENSG00000100321","SYNGR1","synaptogyrin 1 [Source:HGNC Symbol;Acc:HGNC:11498]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TAB1","ENSG00000100324","TAB1","TGF-beta activated kinase 1 (MAP3K7) binding protein 1 [Source:HGNC Symbol;Acc:HGNC:18157]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MIEF1","ENSG00000100335","MIEF1","mitochondrial elongation factor 1 [Source:HGNC Symbol;Acc:HGNC:25979]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MIEF1","ENSG00000285025","None","mitochondrial elongation factor 1 [Source:NCBI gene (formerly Entrezgene);Acc:54471]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ATF4","ENSG00000128272","ATF4","activating transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:786]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RPS19BP1","ENSG00000187051","RPS19BP1","ribosomal protein S19 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:28749]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GRAP2","ENSG00000100351","GRAP2","GRB2 related adaptor protein 2 [Source:HGNC Symbol;Acc:HGNC:4563]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TNRC6B","ENSG00000100354","TNRC6B","trinucleotide repeat containing adaptor 6B [Source:HGNC Symbol;Acc:HGNC:29190]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ADSL","ENSG00000239900","ADSL","adenylosuccinate lyase [Source:HGNC Symbol;Acc:HGNC:291]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SGSM3","ENSG00000100359","SGSM3","small G protein signaling modulator 3 [Source:HGNC Symbol;Acc:HGNC:25228]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MKL1","None","None","None",""
"SLC25A17","ENSG00000100372","SLC25A17","solute carrier family 25 member 17 [Source:HGNC Symbol;Acc:HGNC:10987]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ST13","ENSG00000100380","ST13","ST13 Hsp70 interacting protein [Source:HGNC Symbol;Acc:HGNC:11343]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"XPNPEP3","ENSG00000196236","XPNPEP3","X-prolyl aminopeptidase 3 [Source:HGNC Symbol;Acc:HGNC:28052]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RBX1","ENSG00000100387","RBX1","ring-box 1 [Source:HGNC Symbol;Acc:HGNC:9928]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EP300","ENSG00000100393","EP300","E1A binding protein p300 [Source:HGNC Symbol;Acc:HGNC:3373]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"L3MBTL2","ENSG00000100395","L3MBTL2","L3MBTL histone methyl-lysine binding protein 2 [Source:HGNC Symbol;Acc:HGNC:18594]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RANGAP1","ENSG00000100401","RANGAP1","Ran GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:9854]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZC3H7B","ENSG00000100403","ZC3H7B","zinc finger CCCH-type containing 7B [Source:HGNC Symbol;Acc:HGNC:30869]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TEF","ENSG00000167074","TEF","TEF transcription factor, PAR bZIP family member [Source:HGNC Symbol;Acc:HGNC:11722]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TOB2","ENSG00000183864","TOB2","transducer of ERBB2, 2 [Source:HGNC Symbol;Acc:HGNC:11980]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PHF5A","ENSG00000100410","PHF5A","PHD finger protein 5A [Source:HGNC Symbol;Acc:HGNC:18000]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ACO2","ENSG00000100412","ACO2","aconitase 2 [Source:HGNC Symbol;Acc:HGNC:118]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"POLR3H","ENSG00000100413","POLR3H","RNA polymerase III subunit H [Source:HGNC Symbol;Acc:HGNC:30349]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PMM1","ENSG00000100417","PMM1","phosphomannomutase 1 [Source:HGNC Symbol;Acc:HGNC:9114]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"XRCC6","ENSG00000196419","XRCC6","X-ray repair cross complementing 6 [Source:HGNC Symbol;Acc:HGNC:4055]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DESI1","ENSG00000100418","DESI1","desumoylating isopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:24577]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SNU13","ENSG00000100138","SNU13","small nuclear ribonucleoprotein 13 [Source:HGNC Symbol;Acc:HGNC:7819]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CCDC134","ENSG00000100147","CCDC134","coiled-coil domain containing 134 [Source:HGNC Symbol;Acc:HGNC:26185]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SREBF2","ENSG00000198911","SREBF2","sterol regulatory element binding transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:11290]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TNFRSF13C","ENSG00000159958","TNFRSF13C","TNF receptor superfamily member 13C [Source:HGNC Symbol;Acc:HGNC:17755]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CENPM","ENSG00000100162","CENPM","centromere protein M [Source:HGNC Symbol;Acc:HGNC:18352]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NAGA","ENSG00000198951","NAGA","alpha-N-acetylgalactosaminidase [Source:HGNC Symbol;Acc:HGNC:7631]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SMDT1","ENSG00000183172","SMDT1","single-pass membrane protein with aspartate rich tail 1 [Source:HGNC Symbol;Acc:HGNC:25055]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NDUFA6","ENSG00000184983","NDUFA6","NADH:ubiquinone oxidoreductase subunit A6 [Source:HGNC Symbol;Acc:HGNC:7690]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TCF20","ENSG00000100207","TCF20","transcription factor 20 [Source:HGNC Symbol;Acc:HGNC:11631]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GM20324","None","None","None",""
"SERHL","ENSG00000172250","SERHL","serine hydrolase like (pseudogene) [Source:HGNC Symbol;Acc:HGNC:14408]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"RRP7A","ENSG00000189306","RRP7A","ribosomal RNA processing 7 homolog A [Source:HGNC Symbol;Acc:HGNC:24286]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"POLDIP3","ENSG00000100227","POLDIP3","DNA polymerase delta interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:23782]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
